ticket,time,author,field,oldvalue,newvalue
46,10:29:42-06:00,jpedersen,comment,5,"Q: How to analyze the results of EXPLAIN and PROFILE of a CYPHER query?

Semantics of the information returned by EXPLAIN and PROFILE, and the differences between these and an explanation of when to use one over the other.
"
46,10:58:37-06:00,jpedersen,comment,6,"Q: Is there a way to emulate a VIEW from SQL?

This is asking if there is a way to save intermediate results.  This can be done partially through variables or through saving collections of matching identifiers of an intermediate result which can be fed into a MATCH statement.
"
46,14:08:57-06:00,jpedersen,comment,7,"Q: Is the wildcard relationship being deprecated.  e.g. (a)-[r:ISA*]->(b:Somenode)

The browser interface to NEO 3.2.2 indicates that this is a deprecated feature.  Is it?

What about specified ranges of edges?  For example:

  match (a)-[r:ISA*1..2]->(b)
"
46,14:10:52-06:00,jpedersen,comment,8,"Q: Avoid EAGER queries reported by EXPLAIN or PROFILE.

If the profile states that a query (match) is being processed with ""eager"" semantics, this is apparently expensive.

What is the definition for eager query processing and how do we avoid it?

"
46,14:17:48-06:00,jpedersen,comment,9,"Q: is there a better method of handling NULL results than using FOREACH?

e.g. Modify an attribute of a node, if the node exists

OPTIONAL MATCH (pseq:ParaffinSpecimen {TsfBlockId: ps.TsfBlockId}) WHERE pseq.TsfBlockDeid IS NULL
FOREACH (o in CASE when pseq is not null then [pseq] else [] | SET o.caseId = 'aModifiedValue')

Can this be done with EXISTS?

There apparently is a APOC method, APOC.do.when() with if-then functionality.  Can we rely on the APOC routines to always exist and maintain their syntax and semantics?

e.g.

https://stackoverflow.com/questions/43481472/if-else-with-cypher-neo4j

CALL apoc.do.when(cl IS NOT NULL, 
 ""DELETE tcr 
  MERGE (t)-[:references]->(cl)"", '', {tcr:tcr, t:t, cl:cl}) YIELD value

"
46,14:19:27-06:00,jpedersen,comment,10,"Q: What are planner rules?  Why might we want to use them?

We have run into issues where the browser NEO parser states that we have a problem in our planner rules.  We have not specified any, and the error occurs.  We would like to understand them.
"
9,11:38:12-06:00,jpedersen,comment,46,"As of this week, we have full historical RXNORM code coverage within SCILHS metadata.

Our NDC code coverage is not historically complete, but covers 98% of our NDC facts.  Other facts are for things like glucose strips.

We retrieved the latest SCILHS PROCEDURES metadata from Harvard's private ontology repository on github yesterday.  That will be installed into SCILHS_METADATA in the next couple of days.

We are investigating the remainder of the SCILHS metadata up-to-date.

We need to incorporate XML metadata for SCILHS LABS."
9,11:42:30-06:00,wcampbel,comment,47,"JRC to address metadata XML for lab loinc next week.

JGP to upload most recent metadata from Harvard github"
37,11:50:24-06:00,wcampbel,comment,9,"GO/UNMC have working interface ready for prod NE CARES.  Waiting on GO to update production server in MP lab.  Then, this interface can go live.

colon cancer will be first prototype for CDA implementation document"
43,11:51:49-06:00,wcampbel,status,assigned,closed
43,11:51:49-06:00,wcampbel,resolution,,duplicate
43,11:51:49-06:00,wcampbel,comment,6,
44,11:52:51-06:00,wcampbel,comment,3,JGP to complete and communicate status today.
29,11:53:32-06:00,wcampbel,comment,14,No action.  Not quite ready to move on this ticket.
19,12:11:41-06:00,wcampbel,due_date,,
19,12:11:41-06:00,wcampbel,comment,8,"JRC - two XGM submissions

Structuring micro results for enterprise antibiogram calculations - JRC to work on.  Due by Friday.

WSC join meeting with EPIC on Monday and see if Epic is using terminology data layer or strings for organism identification/classification"
40,12:30:37-06:00,wcampbel,comment,2,"Breaking the Lexicon into separate modules --
  a. Historical clinical data
  b. Lab Loinc Tech Preview
  c. Anatomic and Molecular data for Synoptic Reports.

A site should be able to only install Synoptic Reports if that is all they need.

Current plan -- RF2 extract, and post-process the RF2 to break it into the 3 modules.
Postprocess -- assign new module ids to the 3 areas.

"
28,12:31:49-06:00,wcampbel,due_date,,
28,12:31:49-06:00,wcampbel,comment,2,Will be discussed with Harvard in January on scheduled call.
28,12:32:57-06:00,wcampbel,comment,3,"NCBO?
Harvard github?
Other methods?"
32,12:33:42-06:00,wcampbel,comment,13,Yesh to do next week after SCILHS data ready from Jay.
13,12:47:06-06:00,wcampbel,comment,16,WSC/NS to address these items for Monday Micro meeting
46,07:50:06-06:00,jpedersen,comment,11,"Q: Compare the Graph Database model to the relational model.

List of specific functional capabilities in the graph model compared to the relational model.

e.g. Graph algorithms -- finding ""shortest path"" between nodes is built-in function to NEO,
     and has no direct analog in SQL.

What are the selling points for NEO for shops that are entrenched in relational technology?
"
46,07:51:53-06:00,jpedersen,comment,12,"Q: Discuss the main use cases for NEO in the marketplace.

e.g. Fraud detection?, Recommendation engines?, Data warehousing?

Where possible, discuss the larger customers of NEO and their use cases for NEO.
"
46,07:53:19-06:00,jpedersen,comment,13,"Q: Discuss Java configuration and tuning.

We have not modified the Java configuration for the NEO server, almost at all.  Discuss the cases where Java configuration might be needed and what kind of modifications are made."
46,07:56:38-06:00,jpedersen,comment,14,"Q: Monitoring and tuning needed for a quickly growing graph database.

We plan to have a much higher graph growth in the near future, in GO nodes being added.

What kind of steps would a DBA follow to tune the performance of NEO for a growing database.

What is the impact of large numbers of nodes, which may not be referenced often, on the performance of the database? "
46,07:58:44-06:00,jpedersen,comment,15,"Q: NEO caching algorithm.

Does NEO try to cache the entire database in memory, or only recently accessed nodes?

This question relates to the quickly-growing graph scenario, and the impact of adding a large number of nodes which might be only rarely accessed.  Would such nodes be cached and stay in the cache? "
46,08:02:43-06:00,jpedersen,comment,16,"Q: Graph modeling best practices.

Is there a set of best practices?

Specific question -- foreign key values.

Are foreign key values in a node typically not used if there is an edge to the foreign node?  That is if there were a component node which had an edge to a part node, is the partId typically stored with the component node or just the edge?

The question arises about recovery of information if the edges were every incorrectly removed, leaving the node without information leading to is related node."
46,08:05:27-06:00,jpedersen,comment,17,"Q: Backing up a portion of a graph.  Copying nodes and edges between graphs.

Is there a suggested method for being able to store the nodes and edges associated with a CYPHER query?  For example, is there a suggested method for moving a set of nodes and edges between two graphs (e.g. Production and Test graphs)?
"
46,08:08:51-06:00,jpedersen,comment,18,"Q: Methods of loading nodes.  Alternatives to LOAD CSV?

We have made fairly extensive use of the LOAD CSV command to load our graph into an empty graph database.  We have also run into issues with the command having trouble finding the CSV file we specified in several instances.

What other alternatives exist.  What alternatives work for loading nodes into a non-empty graph?  I believe some services require the graph to be empty."
46,08:14:42-06:00,jpedersen,comment,19,"Q: NEO internals.

We are interested in learning internals of the storage of nodes and edges and and indexes, on the disk.  We believe this will help us to make better-performing graph models.  Can this be discussed, or at least can we find some direction into the open-source Java code that could help us understand these issues?"
46,06:36:33-06:00,jpedersen,comment,20,"Q: review the CYPHER we use for reports, can this be optimized?  Better/faster way to get this?"
46,06:37:46-06:00,jpedersen,comment,21,Q: Compare the features of the NEO enterprise edition to the community edition.
46,06:36:33-06:00,jpedersen,_comment0,"Q: review the CYPHER we use for reports, can this be optimized?  Better way to get this?",1513082872708101
46,06:48:42-06:00,jpedersen,comment,22,Q: Review highlights of APOC library.  How well-supported is this?  Can we/should we rely on these routines?
46,06:49:34-06:00,jpedersen,comment,23,Q: JavaScript interface to NEO.  Is there a preferred library?  One using the bold protocol?
35,11:16:15-06:00,wcampbel,comment,9,WSC sent email to team to ensure meeting held on Thursday.
9,11:18:20-06:00,wcampbel,comment,48,No progress last week due to training.
46,11:19:03-06:00,wcampbel,status,new,closed
46,11:19:03-06:00,wcampbel,resolution,,fixed
46,11:19:03-06:00,wcampbel,comment,24,All addressed during training.
3,16:00:30-06:00,wcampbel,status,new,closed
3,16:00:30-06:00,wcampbel,due_date,,
3,16:00:30-06:00,wcampbel,resolution,,fixed
3,16:00:30-06:00,wcampbel,comment,18,Terminology added to Copath Test and production.  Codes associated with templates in Copath Test.  Milissa Gerken will copy templates from Test to Prod when appropriate for use in January 2018.
48,09:52:50-06:00,campbell,comment,1,RF2 copy oof Nebraska Lexicon exported; concepts mapped to three separate moduleids and content submitted to B2I for RF2 data set revision
48,09:53:33-06:00,campbell,status,new,accepted
48,09:53:33-06:00,campbell,owner,wcampbel,campbell
48,09:53:33-06:00,campbell,comment,2,
48,11:09:29-06:00,campbell,comment,3,"Dear James R Campbell,

We would like to acknowledge that we have received your request and a ticket has been created.
A support representative will be reviewing your request and will send you a personal response.

To view the status of the ticket or add comments, please visit 
https://b2i.freshdesk.com/helpdesk/tickets/611
"
37,08:42:52-06:00,wcampbel,comment,10,"GO waiting for myeloproliferative panel to be validated before sending production data.

WSC TT Allison Cushman, and she will try to complete validation this week."
30,08:45:24-06:00,wcampbel,due_date,,
30,08:45:24-06:00,wcampbel,comment,6,Complete before the holidays
35,11:08:22-06:00,wcampbel,comment,10,Milissa Gerken working with Copath to determine if Interface Link field will resolve issue.  Update expected today.
35,11:11:26-06:00,wcampbel,comment,11,Should add two tumor types to ensure that responses collate correctly.
48,11:13:49-06:00,wcampbel,comment,4,"B2I received files from JRC - 

JRC segregated concepts into three modules (NE Lexicon core, tech preview, pathology).  B2i working on recalculating module dependencies.  We need their final RF2 files to complete this task."
9,11:25:21-06:00,wcampbel,comment,49,"Jay to update today to the September release for US  (Diagnoses)

Jay to use latest NE Lexicon files.  JRC to upload those to: \Box Sync\Scott_Campbell_Lab\Research\BD2K-U01_Project Folder\RF2 Nebraska lexicon

Modifier metadata required for procedures (to disambiguate ICD-9 and 10 procedure vs. other semantic).  JRC will coordinate with Jay.

LOINC/Observables up to date

RxNorm/NDC -updated our modeling vs. what we had previously sent.    WSC to try to get meeting established with Harvard to discuss meds and other metadata.

"
35,11:28:30-06:00,wcampbel,comment,12,"Per Milissa Gerken:  I spoke with our CoPath interface programmer last week about the changes we are proposing for the synoptic interface. Unfortunately he determined that the two fields we want to add are not readily available to this interface. It will require some custom programming to add these. He will be putting together a quote for us and hopes to get that to me before the end of this week.

 

We need quote from Copath to proceed."
44,11:32:43-06:00,wcampbel,comment,4,discussed in ticket number #9
44,11:32:59-06:00,wcampbel,status,assigned,closed
44,11:32:59-06:00,wcampbel,resolution,,duplicate
44,11:32:59-06:00,wcampbel,comment,5,
29,11:43:23-06:00,wcampbel,comment,15,"WSC/JRC/JGP/Yesh to discuss.  Use of instance numbers to link grouped question/answer pairs (synoptic panel).

Discuss this week.  WSC to send invite (pre-meeting WSC to send example reports)"
19,11:53:05-06:00,wcampbel,comment,9,"JRC working on the MP manuscript.  Hopes to have rewrite sometime this week.

WSC/JRC to Spring AMIA.  Present MP in context of RCR"
40,11:54:39-06:00,wcampbel,comment,3,JRC working on module splits.  Added discussion to Observables call on 1/15/2018.
32,11:57:14-06:00,wcampbel,comment,14,Yesh to get them file by end of week.  1/13/2018
13,12:05:55-06:00,wcampbel,comment,17,"1.  Nick meeting with micro (Caitlin) to discuss data workflow in lab and calculation of antibiograms.

2. Nick to ""look over shoulder"" this month to see actual process.

3. WSC/JRC to confirm/construct map between Sunquest local terms and appropriate LOINC/SNOMED CT/RxNorm concepts for codification of Sunquest micro result messages.

4.  WSC/NAS to discuss conversion of 2.1 messaging to support BD2K goals

5.  PC and WSC to discuss RPS receiving 2.5.1 messaging and push to BD2K for current results"
45,12:07:46-06:00,wcampbel,comment,2,NAS to work with Caitlin in Micro this month to establish current locational structure used by micro for antibiogram maintenance.  NAS to confirm that this matches current departmental structure (facility structure in EPIC)
30,12:08:15-06:00,wcampbel,status,assigned,closed
30,12:08:15-06:00,wcampbel,resolution,,fixed
30,12:08:15-06:00,wcampbel,comment,7,
9,09:51:36-06:00,campbell,comment,50,SCILHS metadata needs to be updated with RXNORM/NDC medications and LOINC lab ontologies we have developed.  Yesh to assure that all labs in enclosed 'UNMC_frequent_Labs' are exposed in the metadata refresh.
9,09:53:00-06:00,campbell,cc,"campbell, wcampbel","campbell, wcampbel, yeshwanth.narayana@unmc.edu, jay.pedersen@unmc.edu"
9,09:53:00-06:00,campbell,comment,51,
35,11:04:48-06:00,wcampbel,comment,13,"Quote received and submitted.  Lab paid for it.

SC needs timeline from Copath for implementation."
45,11:08:04-06:00,nicholas.staffend,comment,3,"UNMC Antibiogram locations shown here: [http://intranet.nebraskamed.com/Nursing/HealthcareEpidemiology/UnitSpecificAntibiograms.aspx]

"
48,11:09:01-06:00,wcampbel,comment,5,"Jay just uploaded database backup for b2i to process.

Turn around time from b2i???

WSC/JRC to follow up with Rory at IHTSDO regarding their tooling and fitness for UNMC"
9,11:17:12-06:00,wcampbel,comment,52,"Yesh to have completed lab items by tomorrow.
Jay has meds done, but needs to bind to SCILHS root.  Jay/Yesh need access to operating system level to bind to SNOWSHRINE.  Need Mike Zeitz assistance.  Jay to correct modifier metadata by ingredient portion in SCHILHS

WSC to contact Harvard-boys for a meeting.

JRC to begin building ""how to"" for interoperable queries within SNOWSHRINE.  Share at hack-a-thon"
9,11:19:01-06:00,wcampbel,comment,53,"Need to add icd-10-pcs or ICD-9-CM vol3.

Jay would like to take a crack at it, but AFTER meds are complete"
37,11:19:31-06:00,wcampbel,comment,11,No updates
29,11:42:00-06:00,wcampbel,comment,16,"WSC to review sample HL7 message with synoptic data.

WSC to get breast cancer report to JRC in similar format/report and structured data set

Discussion of import to be done at rapid response meeting on 1/22/18.  Goal to complete before hack-a-thon"
19,11:47:23-06:00,wcampbel,comment,10,"WSC to review AMP manuscript.

Fall AMIA prep work to start.

JRG/Bret - podium abstract, WSC - podium abstract for Spring March 12-15"
49,11:53:48-06:00,wcampbel,comment,1,"Need to load synoptics and MP data into i2b2/CRANE AND SNOWSHRINE.

JRC developing Guidelines for interop queries within SNOWSHRINE.

JRC/WSC to develop agenda for presenation to dev team, WSC to prep for RCR Aim2

JRC/WSC to mark up final report and show/model data from written form to encoded form in i2b2.  Source of truth for NLP work, as well."
32,11:55:10-06:00,wcampbel,comment,15,Yesh to get this week.  Reload of i2b2 last week interrupted this last week.
32,11:55:39-06:00,wcampbel,comment,16,Need to get refresh copy to Capricorn based on updated work on meds based on Jay's work.
13,12:03:12-06:00,wcampbel,comment,18,"Nick Staffend met with Caitlin.  Caitlin sending 2016 antibiogram for comparison.

WSC to talk to Curt Babbitt to get 2.5.1 feed sent to corepoint and forward to mirth."
45,12:09:01-06:00,wcampbel,comment,4,NS/WSC to meet with Trevor Vanschooneveld to discuss how locations are used within NM to support antibiogram and antimicrobial stewardship
20,12:15:06-06:00,wcampbel,comment,21,"PC moved test code into test system which uses bolt vs. apoc for reports.

PC implemented using Jay's java plug-in (reports plug-in).  JPG to review PC's work (generated cypher).  Jay to do today.

Jay installed APOC into test.

PC fixed checkbox (inventory issue)"
9,10:54:44-06:00,campbell,comment,54,"GUIDELINES FOR INTEROPERATION draft document developed (3 pages)
WSC, JP, YN to please review and comments within 48 hours so that I may post t oGPC
Jim C"
49,10:54:48-06:00,campbell,priority,major,blocker
49,10:54:48-06:00,campbell,comment,2,
35,11:08:26-06:00,wcampbel,comment,14,"No change.  

Thursday, meeting planned pending Copath interface mods.

WSC to follow up with Milissa Gerken on timing."
53,11:11:11-06:00,wcampbel,comment,1,"Jay installed update received today from B2I and restarted server.

"
53,11:11:20-06:00,wcampbel,status,new,closed
53,11:11:20-06:00,wcampbel,resolution,,fixed
53,11:11:20-06:00,wcampbel,comment,2,
49,11:21:39-06:00,wcampbel,comment,3,"JRC developed guidelines for interop queries within SNOW SHRINE.  Loaded on GPC site.  Extend guideline document to include dissemination of MP data across network for GPC inclusion.  Discuss with Iowa.  WSC to schedule meeting for this week.

WSC still to create update for RCR Aim 2 for presentation to PI's

1. Yesh updates in observables.  JRC to review for correctness today.  If OK, Yesh to port over to SCILHS.

2. Meds - UPdated modifier metadata for ingredients.  Looks good, JRC to do more validation

3. Prob Lists - no issues

4.  WSC working with dataZoek today after first review of marked up path report and mapping to SNOMED CT observables and results.

"
48,11:22:44-06:00,wcampbel,comment,6,First pass is complete.  JRC/WSC to review for correctness and to check with b2i regarding authoring in any particular module.
50,11:24:05-06:00,wcampbel,comment,1,"JRC generated case list from NAACCR data and reid'd using EPIC.  WSC/CG reviewing this week and beginning chart reviews, etc."
50,11:26:08-06:00,wcampbel,comment,2,"Apar Ganti reviewed data collection templates - suggested some adds/deletes.  Also provided full list of medications:
\
EGFR mAb: panitumumab, cetuximab. Zalutumumab (not available in the US outside of a clinical trial).

BRAF inhibitors: vemurafenib, sorafenib, and dabrafenib. Sorafenib is not a BRAF inhibitor.

Others: Regorafenib (Multiple tyrosine kinase inhibitor; does not need molecular testing).

Immunotherapy: Pembrolizumab, nivolumab (for MSI-H patients).

 

Data dictionary: I would also collect subsequent therapy; dates of subsequent therapy; response to targeted therapy.

"
37,11:28:22-06:00,wcampbel,comment,12,"WSC TT Cushman.  Still need to validation myeloid proliferation panel.

WSC to meet with GO this afternoon re: interfaces.

WSC, AC, Milissa and Molecular Lab met today to discuss orders/results interface between Copath and GO.  WSC/MG to follow up with MP staff regarding required data element for orders/results"
51,11:32:42-06:00,wcampbel,comment,1,WSC/JRC need to review LRR vs. Sunquest LOINC mapping and reconciling differences.
52,11:36:32-06:00,wcampbel,comment,1,"Harold would like to review python code generated by JGP for loading SNOMED from RF2.

Need to establish attribution agreement.  WSC to follow up with UNeMED to register in open source and then share with Mayo."
52,11:38:03-06:00,wcampbel,comment,2,WSC to follow up with UNEMED today.  And get estimate to HS re: when he can access the code.
29,11:40:18-06:00,wcampbel,comment,17,"WSC still to review HL7 message and get message with report to Jim.

Yesh to work on this week based on input from meeting with JRC and WSC last week."
19,11:44:31-06:00,wcampbel,comment,11,"JRC - started abstract for observables in i2b2 (LOINC/SNOMED harmonization)
JRC/WSC - MP paper in final review
"
40,11:45:46-06:00,wcampbel,comment,4,Review and discuss with Daniel Karlsson to determine next steps for NRC use
28,11:46:48-06:00,wcampbel,comment,4,Meeting with Harvard next week to discuss and discrepancies in our metadata vs. current SCILHS.
32,11:47:23-06:00,wcampbel,comment,17,Yesh 50% complete on rebuild of tables.  Next week will be completed.
32,11:47:49-06:00,wcampbel,comment,18,"Hack-a-thon takes precedence, however."
13,11:50:10-06:00,wcampbel,comment,19,"JRC to review Nick's auto encoding of organisms and meds.

Nick to get Curt Babbitt IP and port info today for 2.5.1 message"
45,11:51:48-06:00,wcampbel,comment,5,"Nick needs i2b2 access-JCM needs to add him.

Nick will review and then discuss with JRC, Vanschooneveld and WSC how best to organize location ontology"
45,13:08:12-06:00,campbell,comment,6,"Nick,
I enclose spreadsheets with records from Clarity EAF (facility) and DEP (department) tables.  I pulled addresses into a separate worksheet expecting that we can use the geocoding software from Jay and Bret to get physical locations…we may have to do some work with Nebraska Medicine zip codes.  We  should discuss with Scott and Jim M if we want to extend to include individual bed location…I think probably so and we will use this data to restructure our bed history.
 
My notion is that each node in the ontology would have defining elements of:
-geocoded location (physical planetary address)
-building identifier (co-location identifier for physical structures)
-service area-revenue center/department id/bed identifier (enterprise management designation)
(Trevor – do we want to include service personnel units?  Ie, indicator for units such as all beds that are served by common nursing personnel? This would primarily be department, but large units such as 5W might have two nursing staff pools)
 
This would allow us to query antibiogram data by specimens obtained from patients by geographic domain, hospital unit or bed or originating from the same physical facility.
Jim"
45,08:46:37-06:00,campbell,comment,7,">>>
Trevor vanSchoeneveld responded:
To answer your question yes would like to have locations able to be pooled into single unit (think that is what you are asking).  For example 3rd floor ICU is actually 3 different locations per our lab but those locations are rather arbitrary and so would only use them as pooled location.  Verses 5th floor Clarkson where one portion of that floor is ICU step down, but rest is a believe med surg and there would want to separate as very different patients and nursing pools.  Overall your plan seems good.  The trick is always keeping up with changing hospital unit designations.  We had a number of new units created/renamed just in the last 4 months.  
TV
 "
35,11:10:01-06:00,wcampbel,comment,15,"Copath has installed the upgraded/modified interface to use interface codes and support LRR requirements.  Milissa has sent message for Susan Griffith processing.  Not complete as of Thursday.

WSC to follow up."
49,11:20:11-06:00,wcampbel,comment,4,"SCILHS metadata available for SnowShrine

Aquadata studio - for export of metadata for meds and observables



CSV files for lab and meds to post for GPC use
Load meds/lab metadata into UNMC spoke
Populate with new observation facts

JRC to run stats on use cases to support interop guidelines
WSC to expand for mol path and synoptic data for PI meeting"
48,11:24:35-06:00,wcampbel,comment,7,"QA looked good.

SNAPSHOT to Mayo this week."
48,11:24:47-06:00,wcampbel,status,accepted,closed
48,11:24:47-06:00,wcampbel,resolution,,fixed
48,11:24:47-06:00,wcampbel,comment,8,
50,11:26:10-06:00,wcampbel,comment,3,JRC/WSC/CG met this morning.
9,11:27:57-06:00,wcampbel,comment,55,JGP reviewing this morning.  Meeting with Harvard this afternoon.
37,11:30:24-06:00,wcampbel,comment,13,"May move this forward earlier than lab test validation.

"
51,11:35:02-06:00,wcampbel,comment,2,"JRC discussing with David Cloyed, DC willing to assert that NM orders team will take responsibility for maintaining this LRR and setting up a data standards group to train and charge with maintenance of these tables."
52,11:38:29-06:00,wcampbel,comment,3,"WSC to follow up with UNEMED per meetings on Friday

WSC to email JRC and Mayo crew regarding next steps"
29,11:45:57-06:00,wcampbel,comment,18,"HL7 messages not processing correctly into NE CARES. JGP and PC to review today.

WSC to prep 1 case to for Yesh to load into i2b2 for hack a thon...just in case"
13,11:48:34-06:00,wcampbel,comment,20,"Nick/JRC exchanging encoded lists for micro results.  NS to send to Jim later today.

Nick finding outliers in meds and orgs.

Nick to work on specimen sources."
5,11:58:40-06:00,wcampbel,status,assigned,closed
5,11:58:40-06:00,wcampbel,due_date,,
5,11:58:40-06:00,wcampbel,resolution,,wontfix
5,11:58:40-06:00,wcampbel,comment,6,
